,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,Prediction
20,6491,city_102,0.804,Other,Has relevent experience,no_enrollment,Masters,STEM,10,50to99,Pvt Ltd,1,More,0.0,0.0
21,7041,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,0,1000to4999,Pvt Ltd,1,Less,0.0,1.0
22,22767,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,1000to4999,Pvt Ltd,1,More,0.0,0.0
23,14505,city_67,0.855,Other,No relevent experience,no_enrollment,High School,STEM,4,50to99,Pvt Ltd,0,More,0.0,0.0
24,17139,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,14,500to999,Pvt Ltd,1,Less,1.0,0.0
25,28476,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,50to99,Pvt Ltd,2,Between,0.0,0.0
26,21538,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,11,less than10,Pvt Ltd,1,More,1.0,0.0
27,10408,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50to99,Funded Startup,2,Between,1.0,0.0
28,14928,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Pvt Ltd,3,Between,0.0,0.0
29,22293,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,5000to9999,Pvt Ltd,5,Less,0.0,0.0
30,4324,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,50to99,Pvt Ltd,1,More,0.0,0.0
31,26966,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Pvt Ltd,5,Less,0.0,1.0
32,26494,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,5000to9999,Pvt Ltd,3,Less,0.0,0.0
33,4866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10to49,Early Stage Startup,2,Less,0.0,0.0
34,12726,city_114,0.926,Male,No relevent experience,Part time course,High School,STEM,1,10000plus,Other,1,Less,0.0,0.0
35,10164,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,21,100to500,Pvt Ltd,4,More,1.0,0.0
36,8612,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,12,50to99,Pvt Ltd,4,More,0.0,0.0
37,24659,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,0,Less,0.0,0.0
38,2547,city_114,0.926,Female,Has relevent experience,Full time course,Masters,STEM,16,1000to4999,Public Sector,2,More,0.0,0.0
39,13854,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,STEM,4,10to49,Pvt Ltd,2,More,0.0,0.0
40,31654,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,6,50to99,Early Stage Startup,1,Less,1.0,0.0
41,13643,city_64,0.6659999999999999,Other,No relevent experience,no_enrollment,Graduate,No Major,9,50to99,Pvt Ltd,0,Less,0.0,0.0
42,5590,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,9,5000to9999,Pvt Ltd,3,More,1.0,0.0
43,22452,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,5,50to99,Pvt Ltd,0,More,1.0,0.0
44,9006,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100to500,Pvt Ltd,0,Less,1.0,0.0
45,25987,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000plus,Public Sector,4,Between,1.0,0.0
46,4476,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,50to99,Pvt Ltd,5,More,1.0,0.0
47,25103,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10to49,Pvt Ltd,1,More,0.0,0.0
48,5568,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50to99,Pvt Ltd,1,Less,1.0,0.0
49,2195,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100to500,Pvt Ltd,2,Between,0.0,0.0
50,30533,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000plus,Pvt Ltd,5,More,0.0,0.0
51,28512,city_104,0.924,Other,Has relevent experience,no_enrollment,Masters,STEM,3,less than10,Early Stage Startup,2,More,0.0,0.0
52,1023,city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,4,10000plus,Pvt Ltd,1,Between,0.0,0.0
53,12253,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Pvt Ltd,1,Between,0.0,0.0
54,25296,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,2,50to99,Early Stage Startup,2,Between,0.0,0.0
55,13238,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,2,Between,0.0,0.0
56,18578,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,100to500,Pvt Ltd,5,More,1.0,1.0
57,29975,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,50to99,Pvt Ltd,1,Between,0.0,0.0
58,26516,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100to500,Pvt Ltd,3,Between,0.0,0.0
59,8433,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,Humanities,21,100to500,Pvt Ltd,5,More,0.0,0.0
60,5878,city_93,0.865,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50to99,Pvt Ltd,2,Less,1.0,0.0
61,25695,city_67,0.855,Other,No relevent experience,no_enrollment,Masters,Humanities,4,10000plus,Pvt Ltd,4,More,0.0,0.0
62,9645,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50to99,Pvt Ltd,5,Between,0.0,0.0
63,12730,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,14,500to999,Public Sector,1,More,0.0,0.0
64,20970,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,4,More,0.0,1.0
65,17271,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0,50to99,Pvt Ltd,0,More,1.0,0.0
66,12731,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10to49,Pvt Ltd,1,Between,0.0,0.0
67,10908,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100to500,Pvt Ltd,1,More,0.0,0.0
68,29117,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,0,50to99,Pvt Ltd,0,More,0.0,0.0
69,3686,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,100to500,Pvt Ltd,2,More,0.0,0.0
70,22683,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50to99,Pvt Ltd,2,Less,0.0,0.0
71,22134,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,100to500,Pvt Ltd,1,Between,0.0,0.0
72,31765,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,9,10000plus,Pvt Ltd,3,More,0.0,0.0
73,31449,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,less than10,Early Stage Startup,1,More,0.0,1.0
74,5987,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50to99,Pvt Ltd,5,More,0.0,0.0
75,21762,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,2,Less,0.0,0.0
76,22070,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,1,Less,0.0,0.0
77,25413,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10to49,Pvt Ltd,1,Between,0.0,0.0
78,5902,city_20,0.7959999999999999,Other,Has relevent experience,Part time course,Masters,STEM,4,50to99,Funded Startup,1,Between,0.0,0.0
79,28403,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10to49,Early Stage Startup,1,Less,0.0,0.0
80,30937,city_57,0.866,Female,No relevent experience,Part time course,Graduate,STEM,0,10to49,Pvt Ltd,2,Less,0.0,1.0
81,28751,city_103,0.92,Other,No relevent experience,Full time course,High School,STEM,4,50to99,Pvt Ltd,3,Less,0.0,1.0
82,29290,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,11,50to99,Public Sector,2,More,0.0,0.0
83,32401,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100to500,Pvt Ltd,1,Less,0.0,1.0
84,29036,city_16,0.91,Male,No relevent experience,no_enrollment,High School,STEM,3,50to99,Pvt Ltd,0,Less,0.0,0.0
85,16869,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100to500,Pvt Ltd,1,More,1.0,0.0
86,10497,city_19,0.682,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,10to49,Pvt Ltd,2,Less,1.0,1.0
87,18099,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,100to500,NGO,1,More,0.0,0.0
88,12081,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,9,50to99,Pvt Ltd,1,Between,0.0,0.0
89,7364,city_160,0.92,Other,No relevent experience,Full time course,High School,STEM,2,100to500,Pvt Ltd,1,Less,0.0,0.0
90,11184,city_74,0.579,Other,No relevent experience,Full time course,Graduate,STEM,2,100to500,Pvt Ltd,1,More,0.0,0.0
91,7016,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50to99,Pvt Ltd,2,More,1.0,0.0
92,8695,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10to49,Pvt Ltd,2,Between,1.0,1.0
93,6172,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100to500,Pvt Ltd,1,More,1.0,0.0
94,14672,city_173,0.878,Other,No relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,1,Less,0.0,0.0
95,18257,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500to999,NGO,5,More,0.0,1.0
96,24493,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,500to999,Pvt Ltd,1,Less,0.0,0.0
97,1180,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000to9999,Pvt Ltd,1,Between,0.0,0.0
98,28627,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,2,Less,0.0,0.0
99,8168,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000to9999,Pvt Ltd,2,Between,0.0,0.0
100,10473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,less than10,Pvt Ltd,2,Less,1.0,0.0
101,25349,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1000to4999,Pvt Ltd,5,More,0.0,0.0
102,5220,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Other,21,50to99,Pvt Ltd,4,More,0.0,0.0
103,4789,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50to99,Pvt Ltd,1,Less,0.0,0.0
104,11338,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,less than10,Pvt Ltd,1,More,0.0,0.0
105,27963,city_98,0.949,Male,No relevent experience,Full time course,Graduate,STEM,4,50to99,Pvt Ltd,1,Less,1.0,0.0
106,8571,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10to49,NGO,2,Less,0.0,0.0
107,16303,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50to99,Pvt Ltd,1,More,0.0,0.0
108,20576,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1000to4999,Pvt Ltd,5,Between,0.0,1.0
109,32966,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100to500,Pvt Ltd,2,More,1.0,0.0
110,21199,city_90,0.698,Other,Has relevent experience,Full time course,Graduate,STEM,7,less than10,NGO,1,Between,0.0,0.0
111,18819,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,less than10,Pvt Ltd,4,Less,0.0,1.0
112,14199,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,10,50to99,Funded Startup,1,Less,0.0,0.0
113,7666,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50to99,Pvt Ltd,5,Between,0.0,0.0
114,13915,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,21,100to500,Pvt Ltd,2,More,1.0,1.0
115,10555,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100to500,Pvt Ltd,2,More,0.0,0.0
116,16040,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100to500,Pvt Ltd,1,Less,0.0,0.0
117,32826,city_138,0.836,Male,Has relevent experience,Full time course,Masters,STEM,7,50to99,Pvt Ltd,1,Between,0.0,0.0
118,13253,city_82,0.693,Male,Has relevent experience,Full time course,Graduate,STEM,11,10to49,Pvt Ltd,2,Less,0.0,0.0
119,15637,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100to500,Pvt Ltd,1,Between,0.0,0.0
120,28074,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,NGO,5,More,0.0,0.0
121,23012,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,15,50to99,Pvt Ltd,1,Between,0.0,0.0
122,16110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50to99,Pvt Ltd,3,Less,1.0,0.0
123,3921,city_36,0.893,Other,No relevent experience,no_enrollment,Phd,STEM,21,1000to4999,Public Sector,5,More,0.0,1.0
124,24530,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100to500,Pvt Ltd,5,More,0.0,1.0
125,1924,city_102,0.804,Other,Has relevent experience,no_enrollment,Masters,STEM,21,100to500,Pvt Ltd,3,Less,0.0,0.0
126,32776,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50to99,Pvt Ltd,4,Less,0.0,0.0
127,1907,city_102,0.804,Male,No relevent experience,no_enrollment,High School,STEM,2,less than10,NGO,0,Less,0.0,0.0
128,3116,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,1,More,0.0,0.0
129,24829,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,10000plus,Pvt Ltd,1,Less,1.0,0.0
130,30488,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,2,50to99,Pvt Ltd,1,More,0.0,0.0
131,1265,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,less than10,Funded Startup,1,Less,0.0,0.0
132,22098,city_90,0.698,Female,No relevent experience,Full time course,Masters,STEM,5,50to99,Pvt Ltd,4,More,1.0,0.0
133,13342,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,Other,8,5000to9999,Pvt Ltd,2,More,0.0,0.0
134,24608,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,less than10,Pvt Ltd,2,More,0.0,0.0
135,20081,city_57,0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,Less,0.0,0.0
136,24796,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,5000to9999,Pvt Ltd,5,More,0.0,0.0
137,7777,city_114,0.926,Other,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,0,Less,0.0,0.0
138,22718,city_157,0.769,Other,Has relevent experience,no_enrollment,Graduate,No Major,14,10000plus,Pvt Ltd,5,Between,0.0,0.0
139,1261,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50to99,Pvt Ltd,2,Between,1.0,0.0
140,3396,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,500to999,Pvt Ltd,0,Between,0.0,0.0
141,4283,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,50to99,Pvt Ltd,0,Between,0.0,0.0
142,18998,city_114,0.926,Other,Has relevent experience,no_enrollment,High School,STEM,9,10to49,Pvt Ltd,4,Between,0.0,1.0
143,2003,city_103,0.92,Male,Has relevent experience,Full time course,High School,STEM,4,50to99,Pvt Ltd,1,Less,1.0,0.0
144,31786,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,21,50to99,Pvt Ltd,5,More,0.0,0.0
145,8241,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,50to99,Pvt Ltd,1,More,0.0,0.0
146,12154,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,Arts,21,1000to4999,NGO,5,Between,0.0,0.0
147,23455,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000plus,Pvt Ltd,4,Less,1.0,0.0
148,19882,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50to99,Pvt Ltd,5,Between,0.0,0.0
149,28817,city_89,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,14,5000to9999,Pvt Ltd,3,Less,1.0,0.0
150,4656,city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,6,50to99,Pvt Ltd,0,More,0.0,0.0
151,7280,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000plus,Pvt Ltd,1,More,0.0,0.0
152,16903,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,5000to9999,Pvt Ltd,1,Less,0.0,0.0
153,13333,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,0,Less,0.0,0.0
154,26241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,100to500,Pvt Ltd,2,Between,0.0,1.0
155,12381,city_102,0.804,Other,No relevent experience,no_enrollment,Masters,STEM,6,10000plus,Pvt Ltd,5,Between,0.0,0.0
156,4064,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50to99,Pvt Ltd,1,Less,1.0,0.0
157,32092,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10000plus,Pvt Ltd,5,Between,0.0,0.0
158,3766,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,21,500to999,Pvt Ltd,5,More,0.0,0.0
159,30496,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,21,100to500,Pvt Ltd,5,More,0.0,0.0
160,7189,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,less than10,Pvt Ltd,1,Between,0.0,0.0
161,29497,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000plus,Public Sector,5,Less,1.0,0.0
162,31593,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100to500,Pvt Ltd,4,Less,0.0,0.0
163,11986,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,5,less than10,Early Stage Startup,1,More,0.0,0.0
164,31033,city_16,0.91,Other,No relevent experience,Full time course,High School,STEM,3,50to99,Pvt Ltd,1,More,0.0,0.0
165,14835,city_173,0.878,Female,Has relevent experience,Part time course,High School,STEM,2,100to500,NGO,1,More,0.0,0.0
166,3728,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,5000to9999,Pvt Ltd,4,More,0.0,0.0
167,3024,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,less than10,Public Sector,1,Less,0.0,0.0
168,23508,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10to49,Pvt Ltd,1,More,0.0,1.0
169,29457,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,less than10,Funded Startup,1,Less,0.0,0.0
170,12297,city_175,0.7759999999999999,Other,Has relevent experience,Full time course,Graduate,STEM,4,10to49,Funded Startup,1,More,0.0,0.0
171,3065,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Funded Startup,1,More,0.0,0.0
172,29226,city_104,0.924,Male,No relevent experience,Full time course,High School,STEM,6,50to99,Pvt Ltd,0,More,0.0,1.0
173,5493,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10to49,Pvt Ltd,5,Between,0.0,0.0
174,2891,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,0,Between,0.0,0.0
175,32509,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000plus,Pvt Ltd,1,More,0.0,0.0
176,31841,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,10to49,Pvt Ltd,5,Less,1.0,0.0
177,907,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,Between,0.0,0.0
178,29526,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10to49,Pvt Ltd,5,More,1.0,0.0
179,10956,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50to99,Early Stage Startup,1,Less,0.0,0.0
180,26099,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000plus,Pvt Ltd,1,Less,0.0,0.0
181,26163,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,50to99,Pvt Ltd,0,More,0.0,0.0
182,4120,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,13,50to99,Pvt Ltd,3,More,1.0,1.0
183,7335,city_83,0.923,Male,No relevent experience,no_enrollment,High School,STEM,1,50to99,Pvt Ltd,1,Between,0.0,0.0
184,706,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100to500,Funded Startup,0,Between,0.0,0.0
185,9890,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,less than10,Early Stage Startup,2,Less,0.0,0.0
186,32683,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50to99,Pvt Ltd,1,More,0.0,1.0
187,27104,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,STEM,21,50to99,Pvt Ltd,0,Less,0.0,0.0
188,7731,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50to99,Pvt Ltd,0,Between,0.0,1.0
189,31943,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Early Stage Startup,2,More,0.0,0.0
190,22899,city_100,0.887,Other,Has relevent experience,no_enrollment,Masters,STEM,9,100to500,Pvt Ltd,1,Between,1.0,0.0
191,33339,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,500to999,Public Sector,1,Between,0.0,0.0
192,20866,city_59,0.775,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,10to49,Pvt Ltd,1,More,0.0,0.0
193,21634,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,5,10000plus,Pvt Ltd,1,More,0.0,0.0
194,29529,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100to500,Pvt Ltd,1,Between,1.0,1.0
195,32095,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,50to99,Early Stage Startup,1,Less,0.0,0.0
196,18272,city_160,0.92,Other,Has relevent experience,Full time course,Graduate,Business Degree,21,50to99,Pvt Ltd,5,Between,1.0,0.0
197,30098,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,21,100to500,Pvt Ltd,5,More,0.0,0.0
198,23825,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,50to99,Pvt Ltd,0,Between,0.0,0.0
199,7672,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,0,10to49,Pvt Ltd,1,Less,1.0,0.0
200,5633,city_145,0.555,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,100to500,Pvt Ltd,1,More,0.0,0.0
201,30695,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,50to99,Pvt Ltd,0,More,0.0,0.0
202,5573,city_160,0.92,Other,No relevent experience,no_enrollment,Primary School,STEM,4,50to99,Pvt Ltd,0,More,0.0,0.0
203,24936,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50to99,Funded Startup,1,Less,0.0,0.0
204,397,city_73,0.754,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,1000to4999,Pvt Ltd,4,Less,0.0,0.0
205,31602,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000plus,Pvt Ltd,1,More,0.0,0.0
206,5278,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,0,Less,0.0,0.0
